"year","mrate_all_adults","mrate_male_adults","mrate_female_adults","mrate_nsw","mrate_vic","mrate_qld","mrate_nt","mrate_wa","mrate_sa","mrate_tas","mrate_act","pstay_indigenous","pstay_non_indigenous","non_aborig_migration","pstay_nsw","pstay_nsw_lower","pstay_nsw_upper","pstay_aus","pstay_aus_lower","pstay_aus_upper","pstay_os","pstay_os_lower","pstay_os_upper","pstay_vic","pstay_vic_lower","pstay_vic_upper","drate_indigenous","drate_indigenous_lower","drate_indigenous_upper","drate_non_indigenous","drate_non_indigenous_lower","drate_non_indigenous_upper","drate_male","drate_female","drate_nsw","drate_nsw_lower","drate_nsw_upper","drate_vic","drate_vic_lower","drate_vic_upper","drate_qld","drate_qld_lower","drate_qld_upper"
1980,1.29953618070721,1.29953618070721,0.972959864802975,1.75300759117978,0.593679699502028,0.980209015978586,1.09372809356231,0.236204912483725,0.415780607369377,0.4718100334697,1.5146168639356,1,1,1,1.0130612244898,1.02666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,1,1,1,1,0.580113702285648,0,0,0,0,0,0,0,0,0
1981,1.29603511351845,1.29603511351845,0.97277077163554,1.71908450175017,0.611022063283403,0.981658147977178,1.11676510924037,0.284171243862311,0.424546368701325,0.468743294564405,1.50523058211137,1,1,1,0.917551020408163,0.831666666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,1,1,1,1,0.583158385817588,1,1,1,1,1,1,1,0.401680067500496,0.433112728243033
1982,1.29253404632969,1.29253404632969,0.972581678468106,1.68644709087793,0.627707154816806,0.983052358152065,1.1389290264601,0.330319660517746,0.432979909366675,0.465792784473114,1.49620003856092,1,1,1,0.989183673469388,0.977916666666667,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,1,1,1,1,0.586235197561262,0,0,0,0,0,0,0,0,0
1983,1.28903297914093,1.28903297914093,0.972392585300671,1.65502362740691,0.643771644931009,0.984394710726325,1.16026855752326,0.374751588365616,0.441099764770221,0.462952018505569,1.48750538577451,1,1,1,0.979351740696279,0.957843137254902,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,1,1,1,1,0.589344648750589,1,1,1,1,1,1,1,0.148927217248436,0.164287894831242
1984,1.2765636566443,1.28553191195217,0.972203492133237,1.62474761883115,0.65924952632086,0.985688046137528,1.18082885718806,0.41756104601183,0.448923116644164,0.460214985559648,1.47912822574035,1,0.99981778425656,1.00892857142857,0.995052566481138,0.98989898989899,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.993303571428571,0.991071428571429,0.995535714285714,1.0161235979121,0.602040287896731,1,1,1,1,1,1,1,0.036214311555813,0.0399992419866467
1985,1.26924177824464,1.28203084476341,0.972014398965802,1.5955573416353,0.674172353649426,0.986935001100763,1.20065184161296,0.458835308838455,0.456465914408593,0.457576105662857,1.47105147999299,1,0.99992298806315,1.00377358490566,0.996447627243669,0.992747238955823,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.997169811320755,0.99622641509434,0.99811320754717,1.02333293918036,0.609562151048584,1,1,1,1,1,1,1,0.033870822698293,0.0371749179237746
1986,1.26636220212076,1.27852977757466,0.971825305798368,1.56739542127257,0.688569458274181,0.988138026551152,1.21977647359163,0.498655502903614,0.463742983705641,0.455030192001211,1.46325927339622,1,0.999928767318446,1.00349040139616,0.996125850340136,0.992090277777778,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.99738219895288,0.996509598603839,0.99825479930192,1.02384305648304,0.613153106050449,1,1,1,1,1,1,1,0.0443792880031718,0.0480991376821208
1987,1.26374952371362,1.2750287103859,0.971636212630933,1.54020845576563,0.702468140671942,0.989299403722965,1.23823901816388,0.537097137159534,0.47076812366137,0.452572416891724,1.45573682999603,1,0.99990946578975,1.00443617630223,0.995383165053215,0.990573961983647,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.996672867773326,0.995563823697768,0.997781911848884,1.0225514305322,0.615698115686535,1,1,1,1,1,1,1,0.0434778092357578,0.0470431212250327
1988,1.26006047769535,1.27152764319714,0.971447119463499,1.51394667773485,0.715893843218887,0.990421258587135,1.25607327213076,0.574230581335606,0.477554194218062,0.450198281228865,1.4484703795062,1,0.999909503312411,1.00443433769187,0.995087067993026,0.989969430485762,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.996674246731097,0.99556566230813,0.997782831154065,1.02182233003967,0.618611411817209,1,1,1,1,1,1,1,0.0424120149356821,0.0458916850467956
1989,1.25656329136513,1.26802657600838,0.971258026296064,1.48856365035325,0.72887030562623,0.99150557483953,1.27331077053018,0.610121495849856,0.484113194699756,0.447903586998059,1.44144707318115,1,0.999895709206366,1.00511024888805,0.994937063641246,0.989663171600877,1,1.0130612244898,1.02666666666667,1,0.917551020408163,0.831666666666667,1,1.02040816326531,1.04166666666667,1,1.75,1.5,2,0.996167313333964,0.994889751111952,0.997444875555976,1.02130193418214,0.621683670673327,1,1,1,1,1,1,1,0.0620267089531018,0.0672565343098248
